"Model_Year";"Make";"Model";"Electric_Vehicle_Type";"Clean_Alternative_Fuel_Vehicle";"Electric_Range";"DOL_Vehicle_ID"
2020;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;104939726
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;216206623
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;179017212
2018;"MITSUBISHI";"OUTLANDER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;303227753
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;476090338
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;228507583
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;349402742
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;124449678
2017;"SMART";"FORTWO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";58;151101114
2020;"PORSCHE";"CAYENNE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;122397229
2013;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;2387822
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;217365116
2019;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;111971268
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;165143156
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;194224607
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;177926864
2014;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";81;183637268
2017;"FORD";"FOCUS";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";100;339755720
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;181016097
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;110656164
2016;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;219315085
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;105144532
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";308;102872892
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;475073588
2022;"KIA";"SORENTO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;193791790
2020;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;171482167
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;183367376
2014;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";81;326327928
2020;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;103433963
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;109883602
2022;"AUDI";"Q5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";23;196481449
2022;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;211152350
2022;"HYUNDAI";"TUCSON";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;238970770
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;127443886
2022;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;216780791
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;349565730
2023;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;228678453
2014;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";72;107728323
2017;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";97;127375615
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;162994716
2016;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;171136969
2019;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;1913166
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;477133821
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;267724992
2019;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";125;239529657
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;177773844
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;196901085
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;111658781
2018;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;225794978
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;205889624
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;263562148
2015;"PORSCHE";"CAYENNE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;225789742
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;195848621
2018;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;474178428
2018;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";97;228913702
2019;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";125;282766599
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;478149843
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;203050396
2019;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;316279484
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;257223417
2022;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;212354712
2023;"MITSUBISHI";"OUTLANDER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;238138253
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;266091983
2013;"FIAT";"500";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";87;230251654
2021;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;152463720
2015;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;212187587
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;102523753
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;249685572
2012;"TOYOTA";"PRIUS PLUG-IN";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";6;330505318
2013;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;185458990
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;150282023
2018;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";13;264608312
2012;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;264876664
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;348983694
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;187359266
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;188415545
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;143296709
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;475578596
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;153058552
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;8791527
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;187173066
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;2255739
2018;"AUDI";"A3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";16;101232645
2017;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";107;8241495
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;235880480
2020;"JAGUAR";"I-PACE";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";234;120520515
2023;"HYUNDAI";"TUCSON";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;238663344
2017;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;347861447
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;210092018
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;123482425
2014;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;119467820
2018;"HYUNDAI";"IONIQ";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";29;215408490
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;149320643
2017;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;2253891
2014;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";72;161202247
2017;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;138521197
2020;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;132742165
2016;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;191669334
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;330989417
2018;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;143500185
2021;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;142711180
2017;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;204956643
2016;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;201217257
2017;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";107;111625503
2022;"VOLVO";"XC90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";18;180614479
2017;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;168931969
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";308;103493421
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;126010839
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;6743691
2018;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";151;203080412
2017;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;115444542
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;245790940
2017;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;187341605
2017;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;163425398
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;224521146
2015;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;9857004
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;109766555
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;477858174
2016;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";83;276309589
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;110358223
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;171914333
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;194742341
2015;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;237236646
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;476032658
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;187719794
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;159904818
2022;"KIA";"SORENTO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;182244233
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;142039747
2020;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;144701287
2016;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;100538700
2019;"AUDI";"E-TRON";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";204;186733116
2018;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";125;181273424
2018;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";249;337235167
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;474570932
2022;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;224015060
2018;"FIAT";"500";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;192541408
2020;"VOLVO";"XC90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";18;101666596
2022;"KIA";"SORENTO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;185805861
2013;"TOYOTA";"PRIUS PLUG-IN";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";6;331771926
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;197390497
2018;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;350464803
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;227782509
2023;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;240677321
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;177736100
2018;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;169351668
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;179617917
2019;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";289;233886166
2015;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";72;298453704
2023;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;236367519
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;295924835
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;128562542
2015;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;340235983
2023;"JEEP";"GRAND CHEROKEE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;240114080
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;7919005
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;124971500
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;474792216
2020;"VOLVO";"XC90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";18;102713929
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;239941138
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;214870925
2020;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;142169954
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;248932036
2015;"CHEVROLET";"SPARK";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";82;2379163
2018;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;227347053
2019;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";270;101330505
2022;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";30;193724422
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;310953751
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;107655061
2018;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;348349907
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;187710197
2019;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;161593694
2018;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;476164531
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;332383544
2023;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;240671490
2021;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;209465336
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;289595141
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;224130644
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;110980012
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;475263407
2023;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;251275860
2012;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;180256219
2014;"FIAT";"500";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";87;222784761
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;139122616
2018;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;131495136
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;127530959
2019;"JAGUAR";"I-PACE";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";234;112079376
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;133603018
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;451017878
2019;"MINI";"COUNTRYMAN";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";12;217671499
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;187841006
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;233511589
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;127195547
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;336983496
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;474147733
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;305699957
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;477400052
2012;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;211577208
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;126119318
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;310479564
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;214944243
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;179279355
2018;"HONDA";"CLARITY";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";47;229810682
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;147197662
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;219715471
2021;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;203427493
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;2403915
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;1452237
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;116410871
2017;"AUDI";"A3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";16;143993265
2020;"JAGUAR";"I-PACE";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";234;128844838
2023;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;229875439
2022;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;207208452
2015;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;256257739
2019;"KIA";"NIRO";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";239;134905571
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;124413803
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;138680587
2020;"VOLVO";"S90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;180485987
